         1748559 function calls (1652450 primitive calls) in 26.401 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1458    0.003    0.000    0.006    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:754(__init__)
       32    0.000    0.000    0.006    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\process.py:128(terminate)
       17    0.006    0.000    0.006    0.000 {built-in method io.open_code}
       48    0.000    0.000    0.006    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2782(get_tick_space)
       70    0.002    0.000    0.006    0.000 {method 'dump' of '_pickle.Pickler' objects}
       32    0.000    0.000    0.006    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\popen_spawn_win32.py:120(terminate)
      106    0.000    0.000    0.006    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backends\backend_agg.py:109(draw_path)
       32    0.006    0.000    0.006    0.000 {built-in method _winapi.TerminateProcess}
      160    0.000    0.000    0.006    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1233(_cm_set)
      114    0.001    0.000    0.006    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:742(get_patch_transform)
        6    0.000    0.000    0.006    0.001 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:834(start)
     1705    0.001    0.000    0.006    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:103(_stale_axes_callback)
      871    0.003    0.000    0.006    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:1736(normalize_kwargs)
1397/1317    0.001    0.000    0.005    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:117(__exit__)
      106    0.004    0.000    0.005    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
  231/105    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:917(get_xaxis_transform)
        2    0.000    0.000    0.005    0.003 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\utils\utils.py:87(save_best_genome)
  276/130    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:997(get_yaxis_transform)
        2    0.000    0.000    0.005    0.003 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:2708(legend)
        2    0.000    0.000    0.005    0.003 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_axes.py:197(legend)
     2506    0.003    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:301(process)
        8    0.000    0.000    0.005    0.001 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\spines.py:208(register_axis)
       16    0.005    0.000    0.005    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.005    0.002 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:345(__init__)
       12    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:819(draw)
      197    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:1307(set_fontproperties)
      808    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:644(__eq__)
       28    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:582(draw)
       72    0.001    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:778(_set_format)
    12956    0.003    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\__init__.py:706(_get)
      696    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(reshape)
       20    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:893(gcf)
4101/2485    0.001    0.000    0.005    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.005    0.005 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:691(figure)
       32    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:649(union)
  338/326    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:841(_unstale_viewLim)
      141    0.000    0.000    0.005    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:221(update)
        1    0.000    0.000    0.005    0.005 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:381(new_figure_manager)
     1310    0.001    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      328    0.000    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2421(transform_affine)
      870    0.001    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:38(_wrapit)
      295    0.001    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:590(__init__)
  442/372    0.001    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2444(get_affine)
        2    0.000    0.000    0.004    0.002 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:808(_init_legend_box)
      292    0.000    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2253(getter)
      270    0.001    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:516(update_position)
       85    0.000    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:1025(get_path)
     2554    0.003    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:2004(_setattr_cm)
     1518    0.001    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\colors.py:213(_is_nth_color)
        1    0.000    0.000    0.004    0.004 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:359(_warn_if_gui_out_of_main_thread)
        3    0.000    0.000    0.004    0.001 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:198(_get_backend_mod)
        1    0.000    0.000    0.004    0.004 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\pyplot.py:212(switch_backend)
     1082    0.001    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\colors.py:265(to_rgba)
      416    0.002    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:180(__init__)
      696    0.000    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:198(reshape)
      175    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(broadcast_arrays)
      334    0.000    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:855(viewLim)
      944    0.002    0.000    0.004    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:1083(score_family)
      140    0.000    0.000    0.004    0.000 {built-in method builtins.sum}
     1204    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1889(__init__)
       28    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:533(_draw_paths_with_artist_properties)
       72    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1421(__sub__)
      175    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\lib\stride_tricks.py:480(broadcast_arrays)
      238    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:683(new_gc)
      436    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\colors.py:237(_check_color_like)
       44    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:351(_apply_params)
     1527    0.001    0.000    0.003    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\re.py:186(match)
     5516    0.003    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_api\__init__.py:101(check_in_list)
     1419    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:68(_stale_figure_callback)
      141    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1205(update)
      238    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:760(__init__)
        6    0.000    0.000    0.003    0.001 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_axes.py:1443(plot)
       24    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2523(get_tick_space)
     1015    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1785(transform)
       87    0.003    0.000    0.003    0.000 {built-in method nt.stat}
      338    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:844(<dictcomp>)
      432    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2009(rotate_deg)
      240    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\path.py:99(__init__)
      493    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1343(__add__)
      436    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\colors.py:218(is_color_like)
       96    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:1140(<genexpr>)
     6153    0.002    0.000    0.003    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\copyreg.py:90(__newobj__)
       96    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:580(count_contains)
     4162    0.003    0.000    0.003    0.000 {built-in method numpy.asarray}
    47566    0.003    0.000    0.003    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.003    0.003 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\GifImagePlugin.py:26(<module>)
     1051    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1851(transform_affine)
       17    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2545(_init)
     1397    0.001    0.000    0.003    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:238(helper)
       36    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:2889(__init__)
      259    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:985(set_color)
      364    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:610(_from_any)
      493    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2511(composite_transform_factory)
      110    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:1181(set_marker)
       17    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2286(_init)
       20    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:890(_find_spec)
      944    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:1159(score_weight)
       36    0.000    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:1969(__init__)
      661    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\markers.py:277(_recache)
     1239    0.001    0.000    0.003    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:157(invalidate)
      944    0.002    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:1141(score_stretch)
      432    0.001    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1986(rotate)
     3169    0.001    0.000    0.002    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\abc.py:96(__instancecheck__)
     6153    0.002    0.000    0.002    0.000 {method '__reduce_ex__' of 'object' objects}
       36    0.000    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:2031(set_params)
     1152    0.001    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:1289(set_ydata)
    11/10    0.000    0.000    0.002    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\os.py:196(makedirs)
     2498    0.002    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1772(__init__)
      516    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(amax)
       87    0.000    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\path.py:281(__deepcopy__)
       72    0.001    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:705(_compute_offset)
      724    0.000    0.000    0.002    0.000 {method 'min' of 'numpy.ndarray' objects}
      508    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(amin)
        6    0.000    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend_handler.py:104(legend_artist)
        1    0.000    0.000    0.002    0.002 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:10(<module>)
       72    0.000    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:474(transformed)
      179    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(column_stack)
       20    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
       20    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
        6    0.000    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend_handler.py:286(create_artists)
     1020    0.002    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:194(set_children)
       36    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(isclose)
  166/164    0.000    0.000    0.002    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1780(__eq__)
        1    0.000    0.000    0.002    0.002 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\importlib\__init__.py:109(import_module)
